,Gender,UG Specialization (Major),Interests,Skills,Average CGPA/Percentage,Certification Courses,Certification Course Title,Working Status,Mapped Category
426,1,electrical and electronics engineering,teaching,"writing skills,teaching",79.0,0,b.sc ( physics),0,Career & Professional Development
427,1,physics ,technology,"python,java",78.85,1,data science and machine learning,0,Technology & Data Science
428,0,computer applications,"social justice, technology","critical thinking, analytic thinking, business knowledge, communication skills, negotiation skills, leadership, creativity skills, team work, interpersonal skills, problem solving skills, risk managing, designing skills",80.75,1,innovation engineer,1,Technology & Data Science
429,0,automobile engineering,technology,"active listening,programming language skills,critical thinking,designing skills,sql,java,cloud computing",73.15,1,core java and j2ee,1,Technology & Data Science
430,0,java ,"data analytics,data scientist","communication skills,problem solving skills,writing skills,data visualization skills power bi tableau ,machine learning skills,presentation skills,python,sql",65.74,0,no,0,Technology & Data Science
431,0,electrical engineering,data scientist,"data visualization skills power bi tableau ,machine learning skills,python,artificial intelligence",66.5,1,datascience ,1,Technology & Data Science
432,0,electronics and communication engineering,"research, social justice, teaching","ml, critical thinking, analytic thinking, gathering informing, communication skills, work under pressure, writing",80.75,0,no,1,Career & Professional Development
433,0,civil engineering,sales marketing,"business knowledge, product knowledge, team work, reading, building rapport",65.83,0,no,1,Business & Entrepreneurship
434,0,automobile engineering,"financial analysis,research,technology,game industry","active listening,programming language skills,critical thinking,gathering information,business knowledge,analytical skills,problem solving skills,data visualization skills power bi tableau ,machine learning skills,r,python,sql",67.0,1,data science using python & r programming. data visualization using tableau.,1,Technology & Data Science
435,0,"electrical, electronics and power engineering ","research,game industry,digital marketing,data scientist,all fields related to data science ,information technology,blockchain","active listening,programming language skills,critical thinking,gathering information,analytical skills,problem solving skills,machine learning skills,presentation skills,r,python,sql",67.0,1,data science & tableau ,1,Technology & Data Science
436,0,"electrical, electronics and power engineering ",entrepreneurship,"gathering informing, product knowledge",64.12,1,post diploma in safety ,1,Business & Entrepreneurship
437,0,information technalogy,"technology,data analytics,data scientist,all fields related to data science","gathering information,business knowledge,analytical skills,designing skills,presentation skills,content creation",71.34,1,python programming,0,Technology & Data Science
438,1,mechanical engineering,"financial analysis,sales marketing,data analytics","analytical skills,people management,communication skills,product knowledge,problem solving skills,risk management skills,data visualization skills power bi tableau ,machine learning skills,presentation skills,python,matlab",43.0,0,no,0,Business & Entrepreneurship
439,0,insurance ,entrepreneurship,"business knowledge, leadership, team work, problem solving skills",73.62,0,no,1,Business & Entrepreneurship
440,0,commerce,teaching,"active listening, work under pressure,teamwork,interpersonal skills, presentation skills, reading",71.25,0,no,1,Career & Professional Development
441,0,computer science engineering,"technology, entrepreneurship","business knowledge, sql, programming, people management, communication skills, work under pressure, editing, creativity skills, team work, excel, linux, problem solving skills, observation skills, reading",71.25,1,azure az-900,1,Technology & Data Science
442,0,information technalogy,"research, sales marketing, entrepreneurship","business knowledge, people management, work under pressure, digital marketing",66.5,1,digital marketing,1,Business & Entrepreneurship
443,1,information technalogy,"social justice,teaching,govt job,agriculture, services","active listening,programming language skills,critical thinking,gathering information,communication skills,leadership,good communication skills,teaching",78.0,1,d.el.ed.,1,Career & Professional Development
444,0,geography ,govt job,hardware skills,82.91,1,java,1,Career & Professional Development
445,1,mining,sales marketing,artistic creative skills,68.0,1,dancing,1,Business & Entrepreneurship
446,1,econamics ,sales marketing,artistic creative skills,68.0,1,dance ,1,Business & Entrepreneurship
447,0,econamics ,financial analysis,"sap successfactors,financial modeling,corporate finance,equity research,financial statement analysis,business model development,financial forecasting,business model innovationbusiness strategy",76.57,1,financial modelling;corporate finance,1,Business & Entrepreneurship
448,0,finance,understand human body,"cell culture,microbiology,molecular genetics,microbial genetics,proteomics,pcr,bioinformatics,elisa,qrt pcr,mammalian cell culture,rna isolation,site directed mutagenesis,molecular cellular biology,immunology,cell biology,dna extraction",86.45,1,adjuvant nanoformulations for tuberculosis vaccine delivery;asics of tuberculosis disease and principles of treatment and their effects,1,Healthcare & Life Sciences
449,0,biotechnology,technology,"python, sql, programming",84.84,0,no,0,Technology & Data Science
